id,title,theme,genre,scene_type,location,time,emotion,emotion_intensity,characters,summary,blocking_count,lighting_cue_count,sound_cue_count
natok_223,পুরোনো চিঠি - ছোট নাটক 223,পুরোনো চিঠি,student_life,confrontation,চায়ের দোকান,বিকেল,দ্বিধা,0.65,তানভীর | তিথি,চায়ের দোকান-এ পুরোনো চিঠি নিয়ে তানভীর ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_224,স্বপ্ন বনাম বাস্তবতা - ছোট নাটক 224,স্বপ্ন বনাম বাস্তবতা,awareness,confrontation,ছাত্রাবাস,সন্ধ্যা,দ্বিধা,0.6,নীরা | রিয়াদ,ছাত্রাবাস-এ স্বপ্ন বনাম বাস্তবতা নিয়ে নীরা ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_225,বেকারত্ব - ছোট নাটক 225,বেকারত্ব,emotional_drama,confrontation,বসার ঘর,বিকেল,আশা,0.73,মেহজাবিন | নীরা,বসার ঘর-এ বেকারত্ব নিয়ে মেহজাবিন ও নীরা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_226,সাইবার বুলিং - ছোট নাটক 226,সাইবার বুলিং,social_drama,revelation,ছাত্রাবাস,বিকেল,দ্বিধা,0.64,মেহজাবিন | জয়া,ছাত্রাবাস-এ সাইবার বুলিং নিয়ে মেহজাবিন ও জয়া-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_227,ভুয়া খবর - ছোট নাটক 227,ভুয়া খবর,family_drama,decision,শ্রেণিকক্ষ,রাত,দ্বিধা,0.64,নীরা | রিয়াদ,শ্রেণিকক্ষ-এ ভুয়া খবর নিয়ে নীরা ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_228,পরীক্ষার চাপ - ছোট নাটক 228,পরীক্ষার চাপ,student_life,reconciliation,বসার ঘর,সকাল,রাগ,0.56,আফসানা | সুমাইয়া,বসার ঘর-এ পরীক্ষার চাপ নিয়ে আফসানা ও সুমাইয়া-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_229,মোবাইল আসক্তি - ছোট নাটক 229,মোবাইল আসক্তি,awareness,decision,বাসস্ট্যান্ড,সকাল,দ্বিধা,0.66,রিয়াদ | তিথি,বাসস্ট্যান্ড-এ মোবাইল আসক্তি নিয়ে রিয়াদ ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_230,বন্ধুত্বের পরীক্ষা - ছোট নাটক 230,বন্ধুত্বের পরীক্ষা,emotional_drama,revelation,বসার ঘর,বিকেল,আশা,0.74,রাহাত | তিথি,বসার ঘর-এ বন্ধুত্বের পরীক্ষা নিয়ে রাহাত ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_231,পারিবারিক ভুল বোঝাবুঝি - ছোট নাটক 231,পারিবারিক ভুল বোঝাবুঝি,social_drama,confrontation,ছাত্রাবাস,সকাল,রাগ,0.88,নাঈম | রাহাত,ছাত্রাবাস-এ পারিবারিক ভুল বোঝাবুঝি নিয়ে নাঈম ও রাহাত-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_232,অনলাইন প্রতারণা - ছোট নাটক 232,অনলাইন প্রতারণা,family_drama,decision,চায়ের দোকান,সকাল,রাগ,0.78,জয়া | রিয়াদ,চায়ের দোকান-এ অনলাইন প্রতারণা নিয়ে জয়া ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_233,নারীর শিক্ষা - ছোট নাটক 233,নারীর শিক্ষা,student_life,revelation,চায়ের দোকান,সন্ধ্যা,উদ্বেগ,0.58,আরিফ | নীরা,চায়ের দোকান-এ নারীর শিক্ষা নিয়ে আরিফ ও নীরা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_234,সততার মূল্য - ছোট নাটক 234,সততার মূল্য,awareness,revelation,গ্রামের উঠান,সন্ধ্যা,দুঃখ,0.62,তানভীর | রিয়াদ,গ্রামের উঠান-এ সততার মূল্য নিয়ে তানভীর ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_235,পরিবেশ দূষণ - ছোট নাটক 235,পরিবেশ দূষণ,emotional_drama,confrontation,বসার ঘর,সন্ধ্যা,দ্বিধা,0.58,নীরা | সোহান,বসার ঘর-এ পরিবেশ দূষণ নিয়ে নীরা ও সোহান-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_236,দারিদ্র্য ও শিক্ষা - ছোট নাটক 236,দারিদ্র্য ও শিক্ষা,social_drama,reconciliation,গ্রামের উঠান,সন্ধ্যা,আশা,0.74,আফসানা | রিয়াদ,গ্রামের উঠান-এ দারিদ্র্য ও শিক্ষা নিয়ে আফসানা ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_237,বিশ্বাস ভঙ্গ - ছোট নাটক 237,বিশ্বাস ভঙ্গ,family_drama,reconciliation,শ্রেণিকক্ষ,রাত,উদ্বেগ,0.84,তিথি | সামি,শ্রেণিকক্ষ-এ বিশ্বাস ভঙ্গ নিয়ে তিথি ও সামি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_238,পুরোনো চিঠি - ছোট নাটক 238,পুরোনো চিঠি,student_life,reconciliation,চায়ের দোকান,রাত,দ্বিধা,0.76,ইমন | সামি,চায়ের দোকান-এ পুরোনো চিঠি নিয়ে ইমন ও সামি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_239,স্বপ্ন বনাম বাস্তবতা - ছোট নাটক 239,স্বপ্ন বনাম বাস্তবতা,awareness,confrontation,ছাত্রাবাস,সন্ধ্যা,দুঃখ,0.8,তানভীর | নাবিল,ছাত্রাবাস-এ স্বপ্ন বনাম বাস্তবতা নিয়ে তানভীর ও নাবিল-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_240,বেকারত্ব - ছোট নাটক 240,বেকারত্ব,emotional_drama,decision,চায়ের দোকান,বিকেল,দুঃখ,0.67,তানভীর | লাবণ্য,চায়ের দোকান-এ বেকারত্ব নিয়ে তানভীর ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_241,সাইবার বুলিং - ছোট নাটক 241,সাইবার বুলিং,social_drama,revelation,শ্রেণিকক্ষ,সকাল,দুঃখ,0.71,শীলা | ইমন,শ্রেণিকক্ষ-এ সাইবার বুলিং নিয়ে শীলা ও ইমন-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_242,ভুয়া খবর - ছোট নাটক 242,ভুয়া খবর,family_drama,decision,বসার ঘর,সন্ধ্যা,উদ্বেগ,0.66,রাহাত | আফসানা,বসার ঘর-এ ভুয়া খবর নিয়ে রাহাত ও আফসানা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_243,পরীক্ষার চাপ - ছোট নাটক 243,পরীক্ষার চাপ,student_life,revelation,বিশ্ববিদ্যালয়ের করিডর,রাত,রাগ,0.88,ইমন | নাঈম,বিশ্ববিদ্যালয়ের করিডর-এ পরীক্ষার চাপ নিয়ে ইমন ও নাঈম-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_244,মোবাইল আসক্তি - ছোট নাটক 244,মোবাইল আসক্তি,awareness,revelation,বিশ্ববিদ্যালয়ের করিডর,সন্ধ্যা,আশা,0.56,জয়া | নাবিল,বিশ্ববিদ্যালয়ের করিডর-এ মোবাইল আসক্তি নিয়ে জয়া ও নাবিল-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_245,বন্ধুত্বের পরীক্ষা - ছোট নাটক 245,বন্ধুত্বের পরীক্ষা,emotional_drama,decision,বসার ঘর,বিকেল,দুঃখ,0.73,মৌ | লাবণ্য,বসার ঘর-এ বন্ধুত্বের পরীক্ষা নিয়ে মৌ ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_246,পারিবারিক ভুল বোঝাবুঝি - ছোট নাটক 246,পারিবারিক ভুল বোঝাবুঝি,social_drama,decision,শ্রেণিকক্ষ,সন্ধ্যা,দ্বিধা,0.62,মিতা | সুমাইয়া,শ্রেণিকক্ষ-এ পারিবারিক ভুল বোঝাবুঝি নিয়ে মিতা ও সুমাইয়া-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_247,অনলাইন প্রতারণা - ছোট নাটক 247,অনলাইন প্রতারণা,family_drama,reconciliation,বাসস্ট্যান্ড,রাত,দুঃখ,0.82,সোহান | তানভীর,বাসস্ট্যান্ড-এ অনলাইন প্রতারণা নিয়ে সোহান ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_248,নারীর শিক্ষা - ছোট নাটক 248,নারীর শিক্ষা,student_life,decision,গ্রামের উঠান,সকাল,উদ্বেগ,0.71,সোহান | মিতা,গ্রামের উঠান-এ নারীর শিক্ষা নিয়ে সোহান ও মিতা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_249,সততার মূল্য - ছোট নাটক 249,সততার মূল্য,awareness,decision,শ্রেণিকক্ষ,বিকেল,দুঃখ,0.89,রাফি | মিতা,শ্রেণিকক্ষ-এ সততার মূল্য নিয়ে রাফি ও মিতা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_250,পরিবেশ দূষণ - ছোট নাটক 250,পরিবেশ দূষণ,emotional_drama,decision,বাসস্ট্যান্ড,বিকেল,দুঃখ,0.67,তিথি | ইমন,বাসস্ট্যান্ড-এ পরিবেশ দূষণ নিয়ে তিথি ও ইমন-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_251,দারিদ্র্য ও শিক্ষা - ছোট নাটক 251,দারিদ্র্য ও শিক্ষা,social_drama,revelation,বসার ঘর,বিকেল,দুঃখ,0.79,সামি | লাবণ্য,বসার ঘর-এ দারিদ্র্য ও শিক্ষা নিয়ে সামি ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_252,বিশ্বাস ভঙ্গ - ছোট নাটক 252,বিশ্বাস ভঙ্গ,family_drama,decision,বসার ঘর,বিকেল,দুঃখ,0.66,নীরা | নাঈম,বসার ঘর-এ বিশ্বাস ভঙ্গ নিয়ে নীরা ও নাঈম-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_253,পুরোনো চিঠি - ছোট নাটক 253,পুরোনো চিঠি,student_life,revelation,বসার ঘর,রাত,উদ্বেগ,0.73,আফসানা | রিয়াদ,বসার ঘর-এ পুরোনো চিঠি নিয়ে আফসানা ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_254,স্বপ্ন বনাম বাস্তবতা - ছোট নাটক 254,স্বপ্ন বনাম বাস্তবতা,awareness,revelation,বিশ্ববিদ্যালয়ের করিডর,বিকেল,উদ্বেগ,0.84,তানভীর | রিয়াদ,বিশ্ববিদ্যালয়ের করিডর-এ স্বপ্ন বনাম বাস্তবতা নিয়ে তানভীর ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_255,বেকারত্ব - ছোট নাটক 255,বেকারত্ব,emotional_drama,confrontation,বিশ্ববিদ্যালয়ের করিডর,রাত,দ্বিধা,0.73,রিয়াদ | মৌ,বিশ্ববিদ্যালয়ের করিডর-এ বেকারত্ব নিয়ে রিয়াদ ও মৌ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_256,সাইবার বুলিং - ছোট নাটক 256,সাইবার বুলিং,social_drama,reconciliation,চায়ের দোকান,রাত,দুঃখ,0.67,রিয়াদ | লাবণ্য,চায়ের দোকান-এ সাইবার বুলিং নিয়ে রিয়াদ ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_257,ভুয়া খবর - ছোট নাটক 257,ভুয়া খবর,family_drama,decision,বাসস্ট্যান্ড,বিকেল,আশা,0.81,আরিফ | তিথি,বাসস্ট্যান্ড-এ ভুয়া খবর নিয়ে আরিফ ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_258,পরীক্ষার চাপ - ছোট নাটক 258,পরীক্ষার চাপ,student_life,decision,বিশ্ববিদ্যালয়ের করিডর,সন্ধ্যা,উদ্বেগ,0.59,মেহজাবিন | রাফি,বিশ্ববিদ্যালয়ের করিডর-এ পরীক্ষার চাপ নিয়ে মেহজাবিন ও রাফি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_259,মোবাইল আসক্তি - ছোট নাটক 259,মোবাইল আসক্তি,awareness,confrontation,বাসস্ট্যান্ড,সন্ধ্যা,উদ্বেগ,0.72,সুমাইয়া | আফসানা,বাসস্ট্যান্ড-এ মোবাইল আসক্তি নিয়ে সুমাইয়া ও আফসানা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_260,বন্ধুত্বের পরীক্ষা - ছোট নাটক 260,বন্ধুত্বের পরীক্ষা,emotional_drama,reconciliation,শ্রেণিকক্ষ,বিকেল,দ্বিধা,0.6,নাবিল | তিথি,শ্রেণিকক্ষ-এ বন্ধুত্বের পরীক্ষা নিয়ে নাবিল ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_261,পারিবারিক ভুল বোঝাবুঝি - ছোট নাটক 261,পারিবারিক ভুল বোঝাবুঝি,social_drama,decision,চায়ের দোকান,সন্ধ্যা,আশা,0.75,রাফি | তিথি,চায়ের দোকান-এ পারিবারিক ভুল বোঝাবুঝি নিয়ে রাফি ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_262,অনলাইন প্রতারণা - ছোট নাটক 262,অনলাইন প্রতারণা,family_drama,reconciliation,চায়ের দোকান,রাত,আশা,0.75,তানভীর | জয়া,চায়ের দোকান-এ অনলাইন প্রতারণা নিয়ে তানভীর ও জয়া-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_263,নারীর শিক্ষা - ছোট নাটক 263,নারীর শিক্ষা,student_life,reconciliation,বিশ্ববিদ্যালয়ের করিডর,সকাল,দুঃখ,0.83,তানভীর | সামি,বিশ্ববিদ্যালয়ের করিডর-এ নারীর শিক্ষা নিয়ে তানভীর ও সামি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_264,সততার মূল্য - ছোট নাটক 264,সততার মূল্য,awareness,revelation,বাসস্ট্যান্ড,বিকেল,রাগ,0.88,নীরা | রাফি,বাসস্ট্যান্ড-এ সততার মূল্য নিয়ে নীরা ও রাফি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_265,পরিবেশ দূষণ - ছোট নাটক 265,পরিবেশ দূষণ,emotional_drama,decision,শ্রেণিকক্ষ,সকাল,আশা,0.83,রিয়াদ | লাবণ্য,শ্রেণিকক্ষ-এ পরিবেশ দূষণ নিয়ে রিয়াদ ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_266,দারিদ্র্য ও শিক্ষা - ছোট নাটক 266,দারিদ্র্য ও শিক্ষা,social_drama,decision,বসার ঘর,রাত,দ্বিধা,0.78,ইমন | রাফি,বসার ঘর-এ দারিদ্র্য ও শিক্ষা নিয়ে ইমন ও রাফি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_267,বিশ্বাস ভঙ্গ - ছোট নাটক 267,বিশ্বাস ভঙ্গ,family_drama,confrontation,বিশ্ববিদ্যালয়ের করিডর,সকাল,দুঃখ,0.85,মৌ | আরিফ,বিশ্ববিদ্যালয়ের করিডর-এ বিশ্বাস ভঙ্গ নিয়ে মৌ ও আরিফ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_268,পুরোনো চিঠি - ছোট নাটক 268,পুরোনো চিঠি,student_life,confrontation,ছাত্রাবাস,সকাল,রাগ,0.57,তিথি | সামি,ছাত্রাবাস-এ পুরোনো চিঠি নিয়ে তিথি ও সামি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_269,স্বপ্ন বনাম বাস্তবতা - ছোট নাটক 269,স্বপ্ন বনাম বাস্তবতা,awareness,reconciliation,বাসস্ট্যান্ড,সকাল,দুঃখ,0.77,শীলা | আরিফ,বাসস্ট্যান্ড-এ স্বপ্ন বনাম বাস্তবতা নিয়ে শীলা ও আরিফ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_270,বেকারত্ব - ছোট নাটক 270,বেকারত্ব,emotional_drama,reconciliation,শ্রেণিকক্ষ,বিকেল,দ্বিধা,0.82,মেহজাবিন | তানভীর,শ্রেণিকক্ষ-এ বেকারত্ব নিয়ে মেহজাবিন ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_271,সাইবার বুলিং - ছোট নাটক 271,সাইবার বুলিং,social_drama,revelation,চায়ের দোকান,সন্ধ্যা,রাগ,0.74,সোহান | রাহাত,চায়ের দোকান-এ সাইবার বুলিং নিয়ে সোহান ও রাহাত-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_272,ভুয়া খবর - ছোট নাটক 272,ভুয়া খবর,family_drama,revelation,ছাত্রাবাস,রাত,আশা,0.79,তিথি | মিতা,ছাত্রাবাস-এ ভুয়া খবর নিয়ে তিথি ও মিতা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_273,পরীক্ষার চাপ - ছোট নাটক 273,পরীক্ষার চাপ,student_life,decision,চায়ের দোকান,রাত,দুঃখ,0.67,সামি | আরিফ,চায়ের দোকান-এ পরীক্ষার চাপ নিয়ে সামি ও আরিফ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_274,মোবাইল আসক্তি - ছোট নাটক 274,মোবাইল আসক্তি,awareness,confrontation,চায়ের দোকান,সকাল,রাগ,0.68,রাফি | সামি,চায়ের দোকান-এ মোবাইল আসক্তি নিয়ে রাফি ও সামি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_275,বন্ধুত্বের পরীক্ষা - ছোট নাটক 275,বন্ধুত্বের পরীক্ষা,emotional_drama,revelation,বসার ঘর,রাত,রাগ,0.85,নাবিল | মৌ,বসার ঘর-এ বন্ধুত্বের পরীক্ষা নিয়ে নাবিল ও মৌ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_276,পারিবারিক ভুল বোঝাবুঝি - ছোট নাটক 276,পারিবারিক ভুল বোঝাবুঝি,social_drama,revelation,ছাত্রাবাস,সকাল,রাগ,0.61,তানভীর | সোহান,ছাত্রাবাস-এ পারিবারিক ভুল বোঝাবুঝি নিয়ে তানভীর ও সোহান-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_277,অনলাইন প্রতারণা - ছোট নাটক 277,অনলাইন প্রতারণা,family_drama,confrontation,শ্রেণিকক্ষ,সকাল,উদ্বেগ,0.56,রিয়াদ | মেহজাবিন,শ্রেণিকক্ষ-এ অনলাইন প্রতারণা নিয়ে রিয়াদ ও মেহজাবিন-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_278,নারীর শিক্ষা - ছোট নাটক 278,নারীর শিক্ষা,student_life,revelation,ছাত্রাবাস,বিকেল,উদ্বেগ,0.82,নাবিল | আফসানা,ছাত্রাবাস-এ নারীর শিক্ষা নিয়ে নাবিল ও আফসানা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_279,সততার মূল্য - ছোট নাটক 279,সততার মূল্য,awareness,reconciliation,চায়ের দোকান,সন্ধ্যা,দুঃখ,0.65,রাফি | নীরা,চায়ের দোকান-এ সততার মূল্য নিয়ে রাফি ও নীরা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_280,পরিবেশ দূষণ - ছোট নাটক 280,পরিবেশ দূষণ,emotional_drama,revelation,পার্ক,বিকেল,দ্বিধা,0.7,জয়া | তানভীর,পার্ক-এ পরিবেশ দূষণ নিয়ে জয়া ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_281,দারিদ্র্য ও শিক্ষা - ছোট নাটক 281,দারিদ্র্য ও শিক্ষা,social_drama,reconciliation,বসার ঘর,বিকেল,আশা,0.76,তিথি | আরিফ,বসার ঘর-এ দারিদ্র্য ও শিক্ষা নিয়ে তিথি ও আরিফ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_282,বিশ্বাস ভঙ্গ - ছোট নাটক 282,বিশ্বাস ভঙ্গ,family_drama,reconciliation,বিশ্ববিদ্যালয়ের করিডর,সন্ধ্যা,দ্বিধা,0.87,ইমন | তিথি,বিশ্ববিদ্যালয়ের করিডর-এ বিশ্বাস ভঙ্গ নিয়ে ইমন ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_283,পুরোনো চিঠি - ছোট নাটক 283,পুরোনো চিঠি,student_life,decision,বসার ঘর,বিকেল,আশা,0.55,তানভীর | নাবিল,বসার ঘর-এ পুরোনো চিঠি নিয়ে তানভীর ও নাবিল-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_284,স্বপ্ন বনাম বাস্তবতা - ছোট নাটক 284,স্বপ্ন বনাম বাস্তবতা,awareness,confrontation,পার্ক,সন্ধ্যা,দুঃখ,0.79,নাঈম | রাফি,পার্ক-এ স্বপ্ন বনাম বাস্তবতা নিয়ে নাঈম ও রাফি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_285,বেকারত্ব - ছোট নাটক 285,বেকারত্ব,emotional_drama,revelation,বসার ঘর,সকাল,দ্বিধা,0.56,রাফি | তানভীর,বসার ঘর-এ বেকারত্ব নিয়ে রাফি ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_286,সাইবার বুলিং - ছোট নাটক 286,সাইবার বুলিং,social_drama,revelation,ছাত্রাবাস,রাত,দুঃখ,0.66,সুমাইয়া | রাফি,ছাত্রাবাস-এ সাইবার বুলিং নিয়ে সুমাইয়া ও রাফি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_287,ভুয়া খবর - ছোট নাটক 287,ভুয়া খবর,family_drama,revelation,চায়ের দোকান,সকাল,দুঃখ,0.76,তানভীর | রাহাত,চায়ের দোকান-এ ভুয়া খবর নিয়ে তানভীর ও রাহাত-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
